a,b,c,y,ds
2021,6,25,0.03,25-06-2021
2021,6,26,0.8,26-06-2021
2021,6,27,0.52,27-06-2021
2021,6,28,0.73,28-06-2021
2021,6,29,9.26,29-06-2021
2021,6,30,3.86,30-06-2021
2021,7,1,25.82,01-07-2021
2021,7,2,3.74,02-07-2021
2021,7,3,2.82,03-07-2021
2021,7,4,16.28,04-07-2021
2021,7,5,6.8,05-07-2021
2021,7,6,0.25,06-07-2021
2021,7,7,2.48,07-07-2021
2021,7,8,12.51,08-07-2021
2021,7,9,1.77,09-07-2021
2021,7,10,1.08,10-07-2021
2021,7,11,0.24,11-07-2021
2021,7,12,0.18,12-07-2021
2021,7,13,0.4,13-07-2021
2021,7,14,2.69,14-07-2021
2021,7,15,1.41,15-07-2021
2021,7,16,0.93,16-07-2021
2021,7,17,1.03,17-07-2021
2021,7,18,1.37,18-07-2021
2021,7,19,0.05,19-07-2021
2021,7,20,0.13,20-07-2021
2021,7,21,0.4,21-07-2021
2021,7,22,1.91,22-07-2021
2021,7,23,1,23-07-2021
2021,7,24,0.2,24-07-2021
2021,7,25,1.11,25-07-2021
2021,7,26,1.57,26-07-2021
2021,7,27,0.48,27-07-2021
2021,7,28,0.33,28-07-2021
2021,7,29,0.02,29-07-2021
2021,7,30,0.06,30-07-2021
2021,7,31,0.05,31-07-2021
2021,8,1,0.01,01-08-2021
2021,8,2,0.1,02-08-2021
2021,8,3,0.05,03-08-2021
2021,8,4,0.06,04-08-2021
2021,8,5,0.45,05-08-2021
2021,8,6,0.66,06-08-2021
2021,8,7,2.13,07-08-2021
2021,8,8,1.41,08-08-2021
2021,8,9,17.93,09-08-2021
2021,8,10,1.37,10-08-2021
2021,8,11,2.84,11-08-2021
2021,8,12,0.53,12-08-2021
2021,8,13,1.93,13-08-2021
2021,8,14,0.56,14-08-2021
2021,8,15,0.18,15-08-2021
2021,8,16,0.21,16-08-2021
2021,8,17,6.47,17-08-2021
2021,8,18,3.98,18-08-2021
2021,8,19,0.88,19-08-2021
2021,8,20,0.45,20-08-2021
2021,8,21,7.69,21-08-2021
2021,8,22,12.44,22-08-2021
2021,8,23,18.43,23-08-2021
2021,8,24,1.73,24-08-2021
2021,8,25,5.09,25-08-2021
2021,8,26,3.69,26-08-2021
2021,8,27,2.06,27-08-2021
2021,8,28,0.86,28-08-2021
2021,8,29,0.82,29-08-2021
2021,8,30,0.1,30-08-2021
2021,8,31,4.22,31-08-2021
2021,9,1,2.1,01-09-2021
2021,9,2,22.89,02-09-2021
2021,9,3,8.26,03-09-2021
2021,9,4,5.29,04-09-2021
2021,9,5,3.36,05-09-2021
2021,9,6,1.89,06-09-2021
2021,9,7,0.57,07-09-2021
2021,9,8,0.93,08-09-2021
2021,9,9,0.03,09-09-2021
2021,9,10,0.01,10-09-2021
2021,9,11,0.91,11-09-2021
2021,9,12,0.39,12-09-2021
2021,9,13,0.24,13-09-2021
2021,9,14,0.04,14-09-2021
2021,9,15,14.8,15-09-2021
2021,9,16,6.2,16-09-2021
2021,9,17,10.97,17-09-2021
2021,9,18,7.37,18-09-2021
2021,9,19,6.85,19-09-2021
2021,9,20,5.12,20-09-2021
2021,9,21,0.01,21-09-2021
2021,9,22,0.54,22-09-2021
2021,9,23,5.15,23-09-2021
2021,9,24,24.82,24-09-2021
2021,9,25,10.01,25-09-2021
2021,9,26,0.56,26-09-2021
2021,9,27,1.56,27-09-2021
2021,9,28,0.21,28-09-2021
2021,9,29,0.57,29-09-2021
2021,9,30,32.02,30-09-2021
2021,10,1,12.61,01-10-2021
2021,10,2,8.03,02-10-2021
2021,10,3,10.14,03-10-2021
2021,10,4,5.18,04-10-2021
2021,10,5,7.87,05-10-2021
2021,10,6,3.17,06-10-2021
2021,10,7,0.1,07-10-2021
2021,10,8,9.33,08-10-2021
2021,10,9,1.99,09-10-2021
2021,10,10,1.48,10-10-2021
2021,10,11,13.7,11-10-2021
2021,10,12,1.53,12-10-2021
2021,10,13,0.68,13-10-2021
2021,10,14,0.75,14-10-2021
2021,10,15,0.27,15-10-2021
2021,10,16,11.56,16-10-2021
2021,10,17,3.91,17-10-2021
2021,10,18,1.77,18-10-2021
2021,10,19,0.54,19-10-2021
2021,10,20,16.2,20-10-2021
2021,10,21,14.57,21-10-2021
2021,10,22,8.95,22-10-2021
2021,10,23,8.24,23-10-2021
2021,10,24,10.66,24-10-2021
2021,10,25,9.21,25-10-2021
2021,10,26,2.48,26-10-2021
2021,10,27,1.88,27-10-2021
2021,10,28,4.58,28-10-2021
2021,10,29,5.03,29-10-2021
2021,10,30,7.09,30-10-2021
2021,10,31,8.4,31-10-2021
2021,11,1,9.91,01-11-2021
2021,11,2,15.99,02-11-2021
2021,11,3,9.73,03-11-2021
2021,11,4,6.69,04-11-2021
2021,11,5,7.83,05-11-2021
2021,11,6,16.28,06-11-2021
2021,11,7,14.37,07-11-2021
2021,11,8,3.58,08-11-2021
2021,11,9,11.74,09-11-2021
2021,11,10,5.5,10-11-2021
2021,11,11,0.53,11-11-2021
2021,11,12,7.85,12-11-2021
2021,11,13,1.03,13-11-2021
2021,11,14,3.6,14-11-2021
2021,11,15,5.17,15-11-2021
2021,11,16,3.99,16-11-2021
2021,11,17,26.14,17-11-2021
2021,11,18,6.24,18-11-2021
2021,11,19,4.67,19-11-2021
2021,11,20,0.93,20-11-2021
2021,11,21,0.21,21-11-2021
2021,11,22,2.68,22-11-2021
2021,11,23,7.1,23-11-2021
2021,11,24,1.72,24-11-2021
2021,11,25,29.45,25-11-2021
2021,11,26,6.83,26-11-2021
2021,11,27,6.9,27-11-2021
2021,11,28,7.37,28-11-2021
2021,11,29,23.52,29-11-2021
2021,11,30,17.15,30-11-2021
2021,12,1,3.3,01-12-2021
2021,12,2,0.62,02-12-2021
2021,12,3,0.67,03-12-2021
2021,12,4,4.1,04-12-2021
2021,12,5,7.4,05-12-2021
2021,12,6,0.78,06-12-2021
2021,12,7,0.08,07-12-2021
2021,12,8,0.15,08-12-2021
2021,12,9,3.31,09-12-2021
2021,12,10,0.4,10-12-2021
2021,12,11,3.31,11-12-2021
2021,12,12,2.4,12-12-2021
2021,12,13,0.62,13-12-2021
2021,12,14,1.86,14-12-2021
2021,12,15,0.74,15-12-2021
2021,12,16,0.03,16-12-2021
2021,12,17,0.01,17-12-2021
2021,12,18,0,18-12-2021
2021,12,19,0,19-12-2021
2021,12,20,0,20-12-2021
2021,12,21,0,21-12-2021
2021,12,22,0,22-12-2021
2021,12,23,0,23-12-2021
2021,12,24,0,24-12-2021
2021,12,25,0,25-12-2021
2021,12,26,0,26-12-2021
2021,12,27,0,27-12-2021
2021,12,28,0,28-12-2021
2021,12,29,0,29-12-2021
2021,12,30,4.1,30-12-2021
2021,12,31,5.21,31-12-2021
2022,1,1,15.59,01-01-2022
2022,1,2,4.02,02-01-2022
2022,1,3,0.01,03-01-2022
2022,1,4,0,04-01-2022
2022,1,5,0,05-01-2022
2022,1,6,0,06-01-2022
2022,1,7,0.01,07-01-2022
2022,1,8,0,08-01-2022
2022,1,9,0,09-01-2022
2022,1,10,0,10-01-2022
2022,1,11,0,11-01-2022
2022,1,12,0,12-01-2022
2022,1,13,0,13-01-2022
2022,1,14,0,14-01-2022
2022,1,15,0.06,15-01-2022
2022,1,16,0.7,16-01-2022
2022,1,17,0.2,17-01-2022
2022,1,18,0.01,18-01-2022
2022,1,19,0,19-01-2022
2022,1,20,0,20-01-2022
2022,1,21,0,21-01-2022
2022,1,22,0,22-01-2022
2022,1,23,0,23-01-2022
2022,1,24,0,24-01-2022
2022,1,25,0.01,25-01-2022
2022,1,26,0.32,26-01-2022
2022,1,27,0.5,27-01-2022
2022,1,28,0.18,28-01-2022
2022,1,29,0.04,29-01-2022
2022,1,30,0.02,30-01-2022
2022,1,31,0,31-01-2022
2022,2,1,0,01-02-2022
2022,2,2,0,02-02-2022
2022,2,3,0,03-02-2022
2022,2,4,0,04-02-2022
2022,2,5,0,05-02-2022
2022,2,6,0,06-02-2022
2022,2,7,0,07-02-2022
2022,2,8,0,08-02-2022
2022,2,9,0,09-02-2022
2022,2,10,0.03,10-02-2022
2022,2,11,1.1,11-02-2022
2022,2,12,2.89,12-02-2022
2022,2,13,0.12,13-02-2022
2022,2,14,0.15,14-02-2022
2022,2,15,0.17,15-02-2022
2022,2,16,0,16-02-2022
2022,2,17,0,17-02-2022
2022,2,18,0,18-02-2022
2022,2,19,0,19-02-2022
2022,2,20,0,20-02-2022
2022,2,21,0,21-02-2022
2022,2,22,0,22-02-2022
2022,2,23,0.1,23-02-2022
2022,2,24,0.14,24-02-2022
2022,2,25,0,25-02-2022
2022,2,26,0.2,26-02-2022
2022,2,27,0.14,27-02-2022
2022,2,28,0.01,28-02-2022
2022,3,1,0,01-03-2022
2022,3,2,0,02-03-2022
2022,3,3,0,03-03-2022
2022,3,4,0.14,04-03-2022
2022,3,5,0,05-03-2022
2022,3,6,0.3,06-03-2022
2022,3,7,2.67,07-03-2022
2022,3,8,0.51,08-03-2022
2022,3,9,0,09-03-2022
2022,3,10,0,10-03-2022
2022,3,11,0,11-03-2022
2022,3,12,0,12-03-2022
2022,3,13,0,13-03-2022
2022,3,14,0,14-03-2022
2022,3,15,0,15-03-2022
2022,3,16,0.04,16-03-2022
2022,3,17,0.05,17-03-2022
2022,3,18,0.02,18-03-2022
2022,3,19,0.08,19-03-2022
2022,3,20,0.75,20-03-2022
2022,3,21,1.47,21-03-2022
2022,3,22,1.98,22-03-2022
2022,3,23,12.94,23-03-2022
2022,3,24,0.56,24-03-2022
2022,3,25,2.52,25-03-2022
2022,3,26,1.74,26-03-2022
2022,3,27,0.2,27-03-2022
2022,3,28,0.06,28-03-2022
2022,3,29,0.15,29-03-2022
2022,3,30,0.93,30-03-2022
2022,3,31,0.09,31-03-2022
2022,4,1,0.21,01-04-2022
2022,4,2,0.35,02-04-2022
2022,4,3,1.48,03-04-2022
2022,4,4,0.14,04-04-2022
2022,4,5,1.16,05-04-2022
2022,4,6,1.44,06-04-2022
2022,4,7,0.42,07-04-2022
2022,4,8,4.96,08-04-2022
2022,4,9,2.36,09-04-2022
2022,4,10,13.82,10-04-2022
2022,4,11,3.64,11-04-2022
2022,4,12,2.85,12-04-2022
2022,4,13,10.67,13-04-2022
2022,4,14,3.87,14-04-2022
2022,4,15,0.69,15-04-2022
2022,4,16,2.01,16-04-2022
2022,4,17,7.88,17-04-2022
2022,4,18,31.79,18-04-2022
2022,4,19,4.76,19-04-2022
2022,4,20,0.23,20-04-2022
2022,4,21,1.18,21-04-2022
2022,4,22,7.71,22-04-2022
2022,4,23,17.64,23-04-2022
2022,4,24,0.62,24-04-2022
2022,4,25,0.16,25-04-2022
2022,4,26,0.34,26-04-2022
2022,4,27,0.06,27-04-2022
2022,4,28,0.2,28-04-2022
2022,4,29,1.03,29-04-2022
2022,4,30,0.37,30-04-2022
2022,5,1,1.32,01-05-2022
2022,5,2,11.04,02-05-2022
2022,5,3,16.86,03-05-2022
2022,5,4,0.78,04-05-2022
2022,5,5,1.17,05-05-2022
2022,5,6,1.33,06-05-2022
2022,5,7,0.53,07-05-2022
2022,5,8,24.05,08-05-2022
2022,5,9,49.31,09-05-2022
2022,5,10,0.51,10-05-2022
2022,5,11,0.26,11-05-2022
2022,5,12,1.4,12-05-2022
2022,5,13,4.91,13-05-2022
2022,5,14,5.13,14-05-2022
2022,5,15,8.15,15-05-2022
2022,5,16,4.9,16-05-2022
2022,5,17,5.23,17-05-2022
2022,5,18,1.01,18-05-2022
2022,5,19,1.61,19-05-2022
2022,5,20,0.27,20-05-2022
2022,5,21,0.25,21-05-2022
2022,5,22,0.16,22-05-2022
2022,5,23,1.42,23-05-2022
2022,5,24,0.64,24-05-2022
2022,5,25,1.68,25-05-2022
2022,5,26,3.28,26-05-2022
2022,5,27,1.33,27-05-2022
2022,5,28,0.4,28-05-2022
2022,5,29,1.56,29-05-2022
2022,5,30,0.92,30-05-2022
2022,5,31,0.83,31-05-2022
2022,6,1,2.62,01-06-2022
2022,6,2,2.57,02-06-2022
2022,6,3,0.55,03-06-2022
2022,6,4,3.01,04-06-2022
2022,6,5,5.84,05-06-2022
2022,6,6,17.61,06-06-2022
2022,6,7,5.48,07-06-2022
2022,6,8,0.3,08-06-2022
2022,6,9,0.01,09-06-2022
2022,6,10,0.05,10-06-2022
2022,6,11,0.03,11-06-2022
2022,6,12,5.33,12-06-2022
2022,6,13,0.9,13-06-2022
2022,6,14,4.93,14-06-2022
2022,6,15,3.62,15-06-2022
2022,6,16,5.44,16-06-2022
2022,6,17,9.5,17-06-2022
2022,6,18,3.15,18-06-2022
2022,6,19,7.18,19-06-2022
2022,6,20,1.91,20-06-2022
2022,6,21,1.42,21-06-2022
2022,6,22,6.94,22-06-2022
2022,6,23,1.41,23-06-2022
2022,6,24,0.22,24-06-2022
2022,6,25,0.03,25-06-2022
2022,6,26,0.22,26-06-2022
2022,6,27,0.34,27-06-2022
2022,6,28,0.48,28-06-2022
2022,6,29,0.98,29-06-2022
2022,6,30,1.72,30-06-2022
2022,7,1,0.63,01-07-2022
2022,7,2,1.84,02-07-2022
2022,7,3,5.53,03-07-2022
2022,7,4,0.2,04-07-2022
2022,7,5,0.19,05-07-2022
2022,7,6,0.96,06-07-2022
2022,7,7,0.39,07-07-2022
2022,7,8,1.26,08-07-2022
2022,7,9,0.82,09-07-2022
2022,7,10,0.21,10-07-2022
2022,7,11,1.17,11-07-2022
2022,7,12,0.42,12-07-2022
2022,7,13,0.98,13-07-2022
2022,7,14,0.33,14-07-2022
2022,7,15,0.01,15-07-2022
2022,7,16,0.52,16-07-2022
2022,7,17,2.31,17-07-2022
2022,7,18,0.62,18-07-2022
2022,7,19,1.1,19-07-2022
2022,7,20,10.45,20-07-2022
2022,7,21,35.51,21-07-2022
2022,7,22,20.86,22-07-2022
2022,7,23,2.26,23-07-2022
2022,7,24,0.07,24-07-2022
2022,7,25,0.25,25-07-2022
2022,7,26,4.43,26-07-2022
2022,7,27,11.75,27-07-2022
2022,7,28,0.81,28-07-2022
2022,7,29,4.15,29-07-2022
2022,7,30,1.89,30-07-2022
2022,7,31,28.42,31-07-2022
2022,8,1,60.13,01-08-2022
2022,8,2,35,02-08-2022
2022,8,3,17.56,03-08-2022
2022,8,4,46.33,04-08-2022
2022,8,5,0.45,05-08-2022
2022,8,6,1.55,06-08-2022
2022,8,7,0.92,07-08-2022
2022,8,8,0.05,08-08-2022
2022,8,9,0.03,09-08-2022
2022,8,10,0.02,10-08-2022
2022,8,11,0.01,11-08-2022
2022,8,12,0.07,12-08-2022
2022,8,13,0.14,13-08-2022
2022,8,14,0.01,14-08-2022
2022,8,15,0.04,15-08-2022
2022,8,16,2.08,16-08-2022
2022,8,17,3.7,17-08-2022
2022,8,18,1.42,18-08-2022
2022,8,19,3.82,19-08-2022
2022,8,20,2.48,20-08-2022
2022,8,21,6.99,21-08-2022
2022,8,22,4.23,22-08-2022
2022,8,23,0.74,23-08-2022
2022,8,24,8.18,24-08-2022
2022,8,25,20.39,25-08-2022
2022,8,26,33.8,26-08-2022
2022,8,27,18.5,27-08-2022
2022,8,28,9.31,28-08-2022
2022,8,29,1.76,29-08-2022
2022,8,30,20.99,30-08-2022
2022,8,31,15.63,31-08-2022
2022,9,1,18.46,01-09-2022
2022,9,2,3.98,02-09-2022
2022,9,3,3.13,03-09-2022
2022,9,4,4.72,04-09-2022
2022,9,5,9.8,05-09-2022
2022,9,6,8.2,06-09-2022
2022,9,7,17.93,07-09-2022
2022,9,8,0.43,08-09-2022
2022,9,9,1.29,09-09-2022
2022,9,10,0.08,10-09-2022
2022,9,11,0.76,11-09-2022
2022,9,12,0.06,12-09-2022
2022,9,13,0.85,13-09-2022
2022,9,14,1.59,14-09-2022
2022,9,15,0.19,15-09-2022
2022,9,16,0.1,16-09-2022
2022,9,17,0.49,17-09-2022
2022,9,18,1.2,18-09-2022
2022,9,19,0.47,19-09-2022
2022,9,20,0.01,20-09-2022
2022,9,21,0.03,21-09-2022
2022,9,22,0.21,22-09-2022
2022,9,23,0.09,23-09-2022
2022,9,24,0.04,24-09-2022
2022,9,25,3.03,25-09-2022
2022,9,26,33.67,26-09-2022
2022,9,27,0.27,27-09-2022
2022,9,28,0.4,28-09-2022
2022,9,29,0.39,29-09-2022
2022,9,30,0.31,30-09-2022
2022,10,1,0.33,01-10-2022
2022,10,2,3.47,02-10-2022
2022,10,3,0.6,03-10-2022
2022,10,4,1.97,04-10-2022
2022,10,5,4.94,05-10-2022
2022,10,6,0.12,06-10-2022
2022,10,7,0.07,07-10-2022
2022,10,8,1.79,08-10-2022
2022,10,9,13.31,09-10-2022
2022,10,10,38.65,10-10-2022
2022,10,11,3.32,11-10-2022
2022,10,12,2.16,12-10-2022
2022,10,13,5.75,13-10-2022
2022,10,14,5.38,14-10-2022
2022,10,15,8.25,15-10-2022
2022,10,16,3.19,16-10-2022
2022,10,17,1.79,17-10-2022
2022,10,18,16.29,18-10-2022
2022,10,19,1.52,19-10-2022
2022,10,20,8.62,20-10-2022
2022,10,21,15.59,21-10-2022
2022,10,22,3.25,22-10-2022
2022,10,23,3.95,23-10-2022
2022,10,24,1.41,24-10-2022
2022,10,25,0.73,25-10-2022
2022,10,26,0.09,26-10-2022
2022,10,27,0.01,27-10-2022
2022,10,28,0.38,28-10-2022
2022,10,29,7.5,29-10-2022
2022,10,30,5.1,30-10-2022
2022,10,31,10.44,31-10-2022
2022,11,1,22.15,01-11-2022
2022,11,2,11.45,02-11-2022
2022,11,3,21.63,03-11-2022
2022,11,4,5.21,04-11-2022
2022,11,5,17.99,05-11-2022
2022,11,6,8.71,06-11-2022
2022,11,7,2.78,07-11-2022
2022,11,8,1.93,08-11-2022
2022,11,9,3.26,09-11-2022
2022,11,10,2.19,10-11-2022
2022,11,11,27.63,11-11-2022
2022,11,12,49.32,12-11-2022
2022,11,13,19.47,13-11-2022
2022,11,14,15.4,14-11-2022
2022,11,15,3.55,15-11-2022
2022,11,16,5.72,16-11-2022
2022,11,17,0.14,17-11-2022
2022,11,21,0,21-11-2022
2022,11,22,0.11,22-11-2022
2022,11,23,0.17,23-11-2022
2022,11,24,0.41,24-11-2022
2022,11,25,3.82,25-11-2022
2022,11,26,7.18,26-11-2022
2022,11,27,3.14,27-11-2022
2022,11,28,1.26,28-11-2022
2022,11,29,5.8,29-11-2022
2022,11,30,0.07,30-11-2022
2022,12,1,4.29,01-12-2022
2022,12,2,2.69,02-12-2022
2022,12,3,2.84,03-12-2022
2022,12,4,5.53,04-12-2022
2022,12,5,0.86,05-12-2022
2022,12,6,0.22,06-12-2022
2022,12,7,0.08,07-12-2022
2022,12,8,6.37,08-12-2022
2022,12,9,3.64,09-12-2022
2022,12,10,6.43,10-12-2022
2022,12,11,55.26,11-12-2022
2022,12,12,45.37,12-12-2022
2022,12,13,2.59,13-12-2022
2022,12,14,2.48,14-12-2022
2022,12,15,0.9,15-12-2022
2022,12,16,0.01,16-12-2022
2022,12,17,0.59,17-12-2022
2022,12,18,1.07,18-12-2022
2022,12,19,0.13,19-12-2022
2022,12,20,1.74,20-12-2022
2022,12,21,1.81,21-12-2022
2022,12,22,0.46,22-12-2022
2022,12,23,0.15,23-12-2022
2022,12,24,0.22,24-12-2022
2022,12,25,9.71,25-12-2022
2022,12,26,8.88,26-12-2022
2022,12,27,7.57,27-12-2022
2022,12,28,1.79,28-12-2022
2022,12,29,0.73,29-12-2022
2022,12,30,0.47,30-12-2022
2022,12,31,0.41,31-12-2022
2023,1,1,0.21,01-01-2023
2023,1,2,0.36,02-01-2023
2023,1,3,1.07,03-01-2023
2023,1,4,0.22,04-01-2023
2023,1,5,0.54,05-01-2023
2023,1,6,0.16,06-01-2023
2023,1,7,0.07,07-01-2023
2023,1,8,1.12,08-01-2023
2023,1,9,0.1,09-01-2023
2023,1,10,0.03,10-01-2023
2023,1,11,0,11-01-2023
2023,1,12,0.06,12-01-2023
2023,1,13,0.04,13-01-2023
2023,1,14,0.05,14-01-2023
2023,1,15,0.05,15-01-2023
2023,1,16,0.06,16-01-2023
2023,1,17,0.08,17-01-2023
2023,1,18,0.06,18-01-2023
2023,1,19,0.01,19-01-2023
2023,1,20,0.08,20-01-2023
2023,1,21,0.21,21-01-2023
2023,1,22,0.09,22-01-2023
2023,1,23,1.95,23-01-2023
2023,1,24,3.63,24-01-2023
2023,1,25,0.04,25-01-2023
2023,1,26,0,26-01-2023
2023,1,27,0.05,27-01-2023
2023,1,28,0.02,28-01-2023
2023,1,29,0.52,29-01-2023
2023,1,30,3.09,30-01-2023
2023,1,31,0.32,31-01-2023
2023,2,1,0.27,01-02-2023
2023,2,2,1.35,02-02-2023
2023,2,3,1.59,03-02-2023
2023,2,4,0.25,04-02-2023
2023,2,5,0.01,05-02-2023
2023,2,6,0.01,06-02-2023
2023,2,7,0.05,07-02-2023
2023,2,8,0.13,08-02-2023
2023,2,9,0.13,09-02-2023
2023,2,10,0.04,10-02-2023
2023,2,11,0.07,11-02-2023
2023,2,12,0.01,12-02-2023
2023,2,13,0.01,13-02-2023
2023,2,14,0.11,14-02-2023
2023,2,15,0,15-02-2023
2023,2,16,0.06,16-02-2023
2023,2,17,0.08,17-02-2023
2023,2,18,0.1,18-02-2023
2023,2,19,0.28,19-02-2023
2023,2,20,0.3,20-02-2023
2023,2,21,0.03,21-02-2023
2023,2,22,0,22-02-2023
2023,2,23,0,23-02-2023
2023,2,24,0,24-02-2023
2023,2,25,0.07,25-02-2023
2023,2,26,0.05,26-02-2023
2023,2,27,0,27-02-2023
2023,2,28,1.96,28-02-2023
