a,b,c,y,ds
2018,12,12,0,12-12-2018
2018,12,13,0,13-12-2018
2018,12,14,0.01,14-12-2018
2018,12,15,0,15-12-2018
2018,12,16,0,16-12-2018
2018,12,17,0,17-12-2018
2018,12,18,0,18-12-2018
2018,12,19,0,19-12-2018
2018,12,20,0,20-12-2018
2018,12,21,0.1,21-12-2018
2018,12,22,3.97,22-12-2018
2018,12,23,1.95,23-12-2018
2018,12,24,0.16,24-12-2018
2018,12,25,0.01,25-12-2018
2018,12,26,0,26-12-2018
2018,12,27,0,27-12-2018
2018,12,28,0,28-12-2018
2018,12,29,0.16,29-12-2018
2018,12,30,0.01,30-12-2018
2018,12,31,0,31-12-2018
2019,1,1,0,01-01-2019
2019,1,2,0,02-01-2019
2019,1,3,0,03-01-2019
2019,1,4,0,04-01-2019
2019,1,5,0,05-01-2019
2019,1,6,0,06-01-2019
2019,1,7,0,07-01-2019
2019,1,8,0,08-01-2019
2019,1,9,0,09-01-2019
2019,1,10,0,10-01-2019
2019,1,11,0,11-01-2019
2019,1,12,0,12-01-2019
2019,1,13,0,13-01-2019
2019,1,14,0,14-01-2019
2019,1,15,0.11,15-01-2019
2019,1,16,0,16-01-2019
2019,1,17,0,17-01-2019
2019,1,18,0,18-01-2019
2019,1,19,0,19-01-2019
2019,1,20,0,20-01-2019
2019,1,21,0,21-01-2019
2019,1,22,0,22-01-2019
2019,1,23,0,23-01-2019
2019,1,24,0,24-01-2019
2019,1,25,0,25-01-2019
2019,1,26,0,26-01-2019
2019,1,27,0,27-01-2019
2019,1,28,0,28-01-2019
2019,1,29,0,29-01-2019
2019,1,30,0,30-01-2019
2019,1,31,0,31-01-2019
2019,2,1,0,01-02-2019
2019,2,2,0,02-02-2019
2019,2,3,0,03-02-2019
2019,2,4,0.32,04-02-2019
2019,2,5,0.14,05-02-2019
2019,2,6,0,06-02-2019
2019,2,7,0,07-02-2019
2019,2,8,0,08-02-2019
2019,2,9,0.14,09-02-2019
2019,2,10,0.32,10-02-2019
2019,2,11,0.01,11-02-2019
2019,2,12,0,12-02-2019
2019,2,13,0,13-02-2019
2019,2,14,0,14-02-2019
2019,2,15,0.01,15-02-2019
2019,2,16,0,16-02-2019
2019,2,17,0.53,17-02-2019
2019,2,18,1.23,18-02-2019
2019,2,19,0.38,19-02-2019
2019,2,20,0.01,20-02-2019
2019,2,21,0,21-02-2019
2019,2,22,0,22-02-2019
2019,2,23,0,23-02-2019
2019,2,24,0,24-02-2019
2019,2,25,0,25-02-2019
2019,2,26,0,26-02-2019
2019,2,27,0.05,27-02-2019
2019,2,28,0.05,28-02-2019
2019,3,1,0.1,01-03-2019
2019,3,2,0.09,02-03-2019
2019,3,3,0,03-03-2019
2019,3,4,0,04-03-2019
2019,3,5,0,05-03-2019
2019,3,6,0,06-03-2019
2019,3,7,0.12,07-03-2019
2019,3,8,0,08-03-2019
2019,3,9,0.29,09-03-2019
2019,3,10,0.07,10-03-2019
2019,3,11,0,11-03-2019
2019,3,12,0,12-03-2019
2019,3,13,0,13-03-2019
2019,3,14,0,14-03-2019
2019,3,15,0,15-03-2019
2019,3,16,0,16-03-2019
2019,3,17,0,17-03-2019
2019,3,18,0,18-03-2019
2019,3,19,0,19-03-2019
2019,3,20,0,20-03-2019
2019,3,21,0,21-03-2019
2019,3,22,0,22-03-2019
2019,3,23,0,23-03-2019
2019,3,24,0,24-03-2019
2019,3,25,0,25-03-2019
2019,3,26,0,26-03-2019
2019,3,27,0,27-03-2019
2019,3,28,0,28-03-2019
2019,3,29,0,29-03-2019
2019,3,30,0,30-03-2019
2019,3,31,0,31-03-2019
2019,4,1,0,01-04-2019
2019,4,2,0,02-04-2019
2019,4,3,0,03-04-2019
2019,4,4,0,04-04-2019
2019,4,5,0,05-04-2019
2019,4,6,0,06-04-2019
2019,4,7,0,07-04-2019
2019,4,8,0.03,08-04-2019
2019,4,9,0.11,09-04-2019
2019,4,10,0,10-04-2019
2019,4,11,0,11-04-2019
2019,4,12,0,12-04-2019
2019,4,13,0,13-04-2019
2019,4,14,0,14-04-2019
2019,4,15,0,15-04-2019
2019,4,16,0.22,16-04-2019
2019,4,17,0.5,17-04-2019
2019,4,18,0.47,18-04-2019
2019,4,19,1.22,19-04-2019
2019,4,20,6.38,20-04-2019
2019,4,21,1.2,21-04-2019
2019,4,22,4.91,22-04-2019
2019,4,23,0.81,23-04-2019
2019,4,24,0.04,24-04-2019
2019,4,25,0.05,25-04-2019
2019,4,26,0.09,26-04-2019
2019,4,27,0,27-04-2019
2019,4,28,0,28-04-2019
2019,4,29,0.22,29-04-2019
2019,4,30,0.34,30-04-2019
2019,5,1,1.1,01-05-2019
2019,5,2,0,02-05-2019
2019,5,3,0,03-05-2019
2019,5,4,0,04-05-2019
2019,5,5,0.04,05-05-2019
2019,5,6,0.02,06-05-2019
2019,5,7,1.02,07-05-2019
2019,5,8,1.53,08-05-2019
2019,5,9,0.89,09-05-2019
2019,5,10,0.22,10-05-2019
2019,5,11,0.01,11-05-2019
2019,5,12,0.02,12-05-2019
2019,5,13,0.09,13-05-2019
2019,5,14,0.29,14-05-2019
2019,5,15,1.25,15-05-2019
2019,5,16,0.53,16-05-2019
2019,5,17,4.04,17-05-2019
2019,5,18,1.67,18-05-2019
2019,5,19,0.13,19-05-2019
2019,5,20,0,20-05-2019
2019,5,21,0,21-05-2019
2019,5,22,0.07,22-05-2019
2019,5,23,0.17,23-05-2019
2019,5,24,0.14,24-05-2019
2019,5,25,0.17,25-05-2019
2019,5,26,0.12,26-05-2019
2019,5,27,0.09,27-05-2019
2019,5,28,0.79,28-05-2019
2019,5,29,1.36,29-05-2019
2019,5,30,4.12,30-05-2019
2019,5,31,1.84,31-05-2019
2019,6,1,0.36,01-06-2019
2019,6,2,3.56,02-06-2019
2019,6,3,0.61,03-06-2019
2019,6,4,7.82,04-06-2019
2019,6,5,10.76,05-06-2019
2019,6,6,0.31,06-06-2019
2019,6,7,1.09,07-06-2019
2019,6,8,0.24,08-06-2019
2019,6,9,1.52,09-06-2019
2019,6,10,0.05,10-06-2019
2019,6,11,0.06,11-06-2019
2019,6,12,0,12-06-2019
2019,6,13,0.45,13-06-2019
2019,6,14,0.26,14-06-2019
2019,6,15,2.17,15-06-2019
2019,6,16,0.38,16-06-2019
2019,6,17,0,17-06-2019
2019,6,18,0.11,18-06-2019
2019,6,19,0.06,19-06-2019
2019,6,20,0.01,20-06-2019
2019,6,21,0.05,21-06-2019
2019,6,22,0.04,22-06-2019
2019,6,23,0.13,23-06-2019
2019,6,24,0.47,24-06-2019
2019,6,25,1.93,25-06-2019
2019,6,26,2.44,26-06-2019
2019,6,27,0.19,27-06-2019
2019,6,28,0,28-06-2019
2019,6,29,0,29-06-2019
2019,6,30,0,30-06-2019
2019,7,1,0,01-07-2019
2019,7,2,0,02-07-2019
2019,7,3,0.18,03-07-2019
2019,7,4,1.09,04-07-2019
2019,7,5,0.12,05-07-2019
2019,7,6,0,06-07-2019
2019,7,7,0,07-07-2019
2019,7,8,0,08-07-2019
2019,7,9,0.39,09-07-2019
2019,7,10,7.14,10-07-2019
2019,7,11,0.33,11-07-2019
2019,7,12,0.23,12-07-2019
2019,7,13,1.96,13-07-2019
2019,7,14,6.14,14-07-2019
2019,7,15,3.87,15-07-2019
2019,7,16,0.35,16-07-2019
2019,7,17,1.43,17-07-2019
2019,7,18,7.63,18-07-2019
2019,7,19,1.05,19-07-2019
2019,7,20,0.03,20-07-2019
2019,7,21,0.17,21-07-2019
2019,7,22,1.47,22-07-2019
2019,7,23,5.58,23-07-2019
2019,7,24,0.41,24-07-2019
2019,7,25,6.14,25-07-2019
2019,7,26,1.77,26-07-2019
2019,7,27,0.01,27-07-2019
2019,7,28,0.16,28-07-2019
2019,7,29,0.63,29-07-2019
2019,7,30,0.15,30-07-2019
2019,7,31,0,31-07-2019
2019,8,1,0,01-08-2019
2019,8,2,0,02-08-2019
2019,8,3,0,03-08-2019
2019,8,4,0.28,04-08-2019
2019,8,5,0.74,05-08-2019
2019,8,6,0.7,06-08-2019
2019,8,7,1.52,07-08-2019
2019,8,8,3.74,08-08-2019
2019,8,9,2.77,09-08-2019
2019,8,10,0.06,10-08-2019
2019,8,11,0.01,11-08-2019
2019,8,12,0.65,12-08-2019
2019,8,13,3.06,13-08-2019
2019,8,14,2.82,14-08-2019
2019,8,15,0.33,15-08-2019
2019,8,16,12.05,16-08-2019
2019,8,17,21.65,17-08-2019
2019,8,18,7.1,18-08-2019
2019,8,19,33.1,19-08-2019
2019,8,20,7.35,20-08-2019
2019,8,21,10.39,21-08-2019
2019,8,22,4.24,22-08-2019
2019,8,23,2.85,23-08-2019
2019,8,24,0.13,24-08-2019
2019,8,25,2.75,25-08-2019
2019,8,26,0.72,26-08-2019
2019,8,27,0,27-08-2019
2019,8,28,0.81,28-08-2019
2019,8,29,4.07,29-08-2019
2019,8,30,0.22,30-08-2019
2019,8,31,1.46,31-08-2019
2019,9,1,0.37,01-09-2019
2019,9,2,3.55,02-09-2019
2019,9,3,2.78,03-09-2019
2019,9,4,2.23,04-09-2019
2019,9,5,0.38,05-09-2019
2019,9,6,0.12,06-09-2019
2019,9,7,0,07-09-2019
2019,9,8,0.01,08-09-2019
2019,9,9,0,09-09-2019
2019,9,10,1.31,10-09-2019
2019,9,11,11.9,11-09-2019
2019,9,12,7.65,12-09-2019
2019,9,13,15.4,13-09-2019
2019,9,14,3.72,14-09-2019
2019,9,15,7.07,15-09-2019
2019,9,16,20.18,16-09-2019
2019,9,17,16.6,17-09-2019
2019,9,18,10.67,18-09-2019
2019,9,19,17.12,19-09-2019
2019,9,20,0.87,20-09-2019
2019,9,21,1.59,21-09-2019
2019,9,22,4.07,22-09-2019
2019,9,23,23.72,23-09-2019
2019,9,24,13.53,24-09-2019
2019,9,25,9.6,25-09-2019
2019,9,26,2.47,26-09-2019
2019,9,27,0.33,27-09-2019
2019,9,28,1.04,28-09-2019
2019,9,29,2.63,29-09-2019
2019,9,30,13.24,30-09-2019
2019,10,1,0.91,01-10-2019
2019,10,2,0.59,02-10-2019
2019,10,3,0.15,03-10-2019
2019,10,4,0.43,04-10-2019
2019,10,5,1.57,05-10-2019
2019,10,6,1.08,06-10-2019
2019,10,7,5.66,07-10-2019
2019,10,8,0.98,08-10-2019
2019,10,9,0.38,09-10-2019
2019,10,10,0.23,10-10-2019
2019,10,11,1,11-10-2019
2019,10,12,1.86,12-10-2019
2019,10,13,4.48,13-10-2019
2019,10,14,2.97,14-10-2019
2019,10,15,6.27,15-10-2019
2019,10,16,19.03,16-10-2019
2019,10,17,14.28,17-10-2019
2019,10,18,4.51,18-10-2019
2019,10,19,3.46,19-10-2019
2019,10,20,9.18,20-10-2019
2019,10,21,20.85,21-10-2019
2019,10,22,11.27,22-10-2019
2019,10,23,19.11,23-10-2019
2019,10,24,2.38,24-10-2019
2019,10,25,0.52,25-10-2019
2019,10,26,0.08,26-10-2019
2019,10,27,2.9,27-10-2019
2019,10,28,9.24,28-10-2019
2019,10,29,13.27,29-10-2019
2019,10,30,25.94,30-10-2019
2019,10,31,6.37,31-10-2019
2019,11,1,0.52,01-11-2019
2019,11,2,0.11,02-11-2019
2019,11,3,3.62,03-11-2019
2019,11,4,0.56,04-11-2019
2019,11,5,0,05-11-2019
2019,11,6,0.06,06-11-2019
2019,11,7,2.17,07-11-2019
2019,11,8,7.57,08-11-2019
2019,11,9,10.72,09-11-2019
2019,11,10,0.23,10-11-2019
2019,11,11,0.2,11-11-2019
2019,11,12,0.03,12-11-2019
2019,11,13,0.6,13-11-2019
2019,11,14,3.4,14-11-2019
2019,11,15,3.07,15-11-2019
2019,11,16,3.44,16-11-2019
2019,11,17,1,17-11-2019
2019,11,18,6.91,18-11-2019
2019,11,19,2.61,19-11-2019
2019,11,20,3.73,20-11-2019
2019,11,21,3.18,21-11-2019
2019,11,22,6.63,22-11-2019
2019,11,23,4.12,23-11-2019
2019,11,24,2.17,24-11-2019
2019,11,25,1.56,25-11-2019
2019,11,26,3.3,26-11-2019
2019,11,27,7.81,27-11-2019
2019,11,28,19.56,28-11-2019
2019,11,29,19.68,29-11-2019
2019,11,30,26.79,30-11-2019
2019,12,1,20.49,01-12-2019
2019,12,2,8.44,02-12-2019
2019,12,3,2.42,03-12-2019
2019,12,4,0.32,04-12-2019
2019,12,5,0.85,05-12-2019
2019,12,6,0.79,06-12-2019
2019,12,7,6.57,07-12-2019
2019,12,8,0.43,08-12-2019
2019,12,9,0.01,09-12-2019
2019,12,10,0,10-12-2019
2019,12,11,0,11-12-2019
2019,12,12,0.43,12-12-2019
2019,12,13,11.47,13-12-2019
2019,12,14,10.4,14-12-2019
2019,12,15,1.3,15-12-2019
2019,12,16,1.18,16-12-2019
2019,12,17,1.2,17-12-2019
2019,12,18,0.25,18-12-2019
2019,12,19,0.14,19-12-2019
2019,12,20,0.05,20-12-2019
2019,12,21,0,21-12-2019
2019,12,22,0.05,22-12-2019
2019,12,23,0.01,23-12-2019
2019,12,24,12.36,24-12-2019
2019,12,25,2.74,25-12-2019
2019,12,26,0.03,26-12-2019
2019,12,27,0,27-12-2019
2019,12,28,0,28-12-2019
2019,12,29,0.01,29-12-2019
2019,12,30,0.57,30-12-2019
2019,12,31,0.15,31-12-2019
2020,1,1,0.32,01-01-2020
2020,1,2,0.05,02-01-2020
2020,1,3,0,03-01-2020
2020,1,4,0,04-01-2020
2020,1,5,0.04,05-01-2020
2020,1,6,1.23,06-01-2020
2020,1,7,0.87,07-01-2020
2020,1,8,0.14,08-01-2020
2020,1,9,0,09-01-2020
2020,1,10,0,10-01-2020
2020,1,11,0,11-01-2020
2020,1,12,0,12-01-2020
2020,1,13,0,13-01-2020
2020,1,14,0,14-01-2020
2020,1,15,0,15-01-2020
2020,1,16,0,16-01-2020
2020,1,17,0.22,17-01-2020
2020,1,18,5.11,18-01-2020
2020,1,19,0.7,19-01-2020
2020,1,20,0,20-01-2020
2020,1,21,0.02,21-01-2020
2020,1,22,0.02,22-01-2020
2020,1,23,0.02,23-01-2020
2020,1,24,0,24-01-2020
2020,1,25,0,25-01-2020
2020,1,26,0,26-01-2020
2020,1,27,0,27-01-2020
2020,1,28,0,28-01-2020
2020,1,29,0,29-01-2020
2020,1,30,0,30-01-2020
2020,1,31,0,31-01-2020
2020,2,1,0,01-02-2020
2020,2,2,0,02-02-2020
2020,2,3,0,03-02-2020
2020,2,4,0.01,04-02-2020
2020,2,5,0.01,05-02-2020
2020,2,6,0,06-02-2020
2020,2,7,0,07-02-2020
2020,2,8,0,08-02-2020
2020,2,9,0.01,09-02-2020
2020,2,10,0.05,10-02-2020
2020,2,11,0.02,11-02-2020
2020,2,12,0.05,12-02-2020
2020,2,13,0,13-02-2020
2020,2,14,0,14-02-2020
2020,2,15,0,15-02-2020
2020,2,16,0,16-02-2020
2020,2,17,0,17-02-2020
2020,2,18,0,18-02-2020
2020,2,19,0,19-02-2020
2020,2,20,0,20-02-2020
2020,2,21,0.09,21-02-2020
2020,2,22,0.11,22-02-2020
2020,2,23,0,23-02-2020
2020,2,24,0,24-02-2020
2020,2,25,0,25-02-2020
2020,2,26,0,26-02-2020
2020,2,27,0,27-02-2020
2020,2,28,0,28-02-2020
2020,2,29,0,29-02-2020
2020,3,1,0.01,01-03-2020
2020,3,2,0.01,02-03-2020
2020,3,3,0.01,03-03-2020
2020,3,4,0.01,04-03-2020
2020,3,5,0,05-03-2020
2020,3,6,0,06-03-2020
2020,3,7,0,07-03-2020
2020,3,8,0.12,08-03-2020
2020,3,9,0,09-03-2020
2020,3,10,0,10-03-2020
2020,3,11,0,11-03-2020
2020,3,12,0,12-03-2020
2020,3,13,0,13-03-2020
2020,3,14,0,14-03-2020
2020,3,15,0,15-03-2020
2020,3,16,0,16-03-2020
2020,3,17,0,17-03-2020
2020,3,18,0,18-03-2020
2020,3,19,0,19-03-2020
2020,3,20,0.03,20-03-2020
2020,3,21,0.06,21-03-2020
2020,3,22,0,22-03-2020
2020,3,23,0,23-03-2020
2020,3,24,0,24-03-2020
2020,3,25,0,25-03-2020
2020,3,26,0,26-03-2020
2020,3,27,0,27-03-2020
2020,3,28,0,28-03-2020
2020,3,29,0,29-03-2020
2020,3,30,0,30-03-2020
2020,3,31,0,31-03-2020
2020,4,1,0,01-04-2020
2020,4,2,0,02-04-2020
2020,4,3,0,03-04-2020
2020,4,4,0.16,04-04-2020
2020,4,5,1.81,05-04-2020
2020,4,6,0.12,06-04-2020
2020,4,7,0.72,07-04-2020
2020,4,8,1.26,08-04-2020
2020,4,9,4.48,09-04-2020
2020,4,10,0.74,10-04-2020
2020,4,11,0.01,11-04-2020
2020,4,12,0,12-04-2020
2020,4,13,0,13-04-2020
2020,4,14,0,14-04-2020
2020,4,15,0,15-04-2020
2020,4,16,0.02,16-04-2020
2020,4,17,0.14,17-04-2020
2020,4,18,0.08,18-04-2020
2020,4,19,0.46,19-04-2020
2020,4,20,0.09,20-04-2020
2020,4,21,0,21-04-2020
2020,4,22,0.01,22-04-2020
2020,4,23,0.73,23-04-2020
2020,4,24,0.06,24-04-2020
2020,4,25,0.66,25-04-2020
2020,4,26,2.78,26-04-2020
2020,4,27,2.8,27-04-2020
2020,4,28,1.64,28-04-2020
2020,4,29,1.82,29-04-2020
2020,4,30,0.15,30-04-2020
2020,5,1,0.08,01-05-2020
2020,5,2,0.57,02-05-2020
2020,5,3,0.68,03-05-2020
2020,5,4,0,04-05-2020
2020,5,5,0,05-05-2020
2020,5,6,0.05,06-05-2020
2020,5,7,0.27,07-05-2020
2020,5,8,0.2,08-05-2020
2020,5,9,0.2,09-05-2020
2020,5,10,0.42,10-05-2020
2020,5,11,1.02,11-05-2020
2020,5,12,0.75,12-05-2020
2020,5,13,1.45,13-05-2020
2020,5,14,0.07,14-05-2020
2020,5,15,0.41,15-05-2020
2020,5,16,0.11,16-05-2020
2020,5,17,4.15,17-05-2020
2020,5,18,0.54,18-05-2020
2020,5,19,0.01,19-05-2020
2020,5,20,0,20-05-2020
2020,5,21,0.07,21-05-2020
2020,5,22,0,22-05-2020
2020,5,23,0.01,23-05-2020
2020,5,24,0.63,24-05-2020
2020,5,25,0.3,25-05-2020
2020,5,26,0.07,26-05-2020
2020,5,27,0.26,27-05-2020
2020,5,28,6.95,28-05-2020
2020,5,29,1,29-05-2020
2020,5,30,0.01,30-05-2020
2020,5,31,0.77,31-05-2020
2020,6,1,9.91,01-06-2020
2020,6,2,6.8,02-06-2020
2020,6,3,0.01,03-06-2020
2020,6,4,0,04-06-2020
2020,6,5,2.98,05-06-2020
2020,6,6,4.64,06-06-2020
2020,6,7,3.91,07-06-2020
2020,6,8,0.03,08-06-2020
2020,6,9,0.13,09-06-2020
2020,6,10,1.36,10-06-2020
2020,6,11,0.19,11-06-2020
2020,6,12,0,12-06-2020
2020,6,13,0,13-06-2020
2020,6,14,0,14-06-2020
2020,6,15,0,15-06-2020
2020,6,16,0.01,16-06-2020
2020,6,17,0.14,17-06-2020
2020,6,18,0.52,18-06-2020
2020,6,19,0.02,19-06-2020
2020,6,20,0.49,20-06-2020
2020,6,21,0.61,21-06-2020
2020,6,22,0.07,22-06-2020
2020,6,23,0.58,23-06-2020
2020,6,24,3.5,24-06-2020
2020,6,25,12.2,25-06-2020
2020,6,26,7.5,26-06-2020
2020,6,27,1.27,27-06-2020
2020,6,28,2.54,28-06-2020
2020,6,29,1.26,29-06-2020
2020,6,30,0.76,30-06-2020
2020,7,1,0.14,01-07-2020
2020,7,2,2.65,02-07-2020
2020,7,3,5.99,03-07-2020
2020,7,4,0.63,04-07-2020
2020,7,5,0.16,05-07-2020
2020,7,6,0.24,06-07-2020
2020,7,7,2.25,07-07-2020
2020,7,8,2.87,08-07-2020
2020,7,9,16.63,09-07-2020
2020,7,10,1.88,10-07-2020
2020,7,11,16.33,11-07-2020
2020,7,12,3.68,12-07-2020
2020,7,13,0.12,13-07-2020
2020,7,14,11.6,14-07-2020
2020,7,15,2.88,15-07-2020
2020,7,16,0.87,16-07-2020
2020,7,17,0.09,17-07-2020
2020,7,18,1.41,18-07-2020
2020,7,19,8.1,19-07-2020
2020,7,20,13.59,20-07-2020
2020,7,21,0.9,21-07-2020
2020,7,22,0.25,22-07-2020
2020,7,23,4.77,23-07-2020
2020,7,24,14.35,24-07-2020
2020,7,25,11.08,25-07-2020
2020,7,26,1.11,26-07-2020
2020,7,27,1.8,27-07-2020
2020,7,28,5.43,28-07-2020
2020,7,29,13.37,29-07-2020
2020,7,30,0.28,30-07-2020
2020,7,31,10.39,31-07-2020
2020,8,1,3.52,01-08-2020
2020,8,2,1.12,02-08-2020
2020,8,3,0.74,03-08-2020
2020,8,4,0.38,04-08-2020
2020,8,5,0.03,05-08-2020
2020,8,6,0.18,06-08-2020
2020,8,7,0.02,07-08-2020
2020,8,8,8.21,08-08-2020
2020,8,9,6.65,09-08-2020
2020,8,10,0.09,10-08-2020
2020,8,11,4.23,11-08-2020
2020,8,12,0.14,12-08-2020
2020,8,13,0,13-08-2020
2020,8,14,0,14-08-2020
2020,8,15,0,15-08-2020
2020,8,16,0,16-08-2020
2020,8,17,0,17-08-2020
2020,8,18,1.52,18-08-2020
2020,8,19,0.31,19-08-2020
2020,8,20,0,20-08-2020
2020,8,21,0.02,21-08-2020
2020,8,22,4.27,22-08-2020
2020,8,23,16.37,23-08-2020
2020,8,24,25.38,24-08-2020
2020,8,25,4.04,25-08-2020
2020,8,26,0.94,26-08-2020
2020,8,27,1.15,27-08-2020
2020,8,28,0.2,28-08-2020
2020,8,29,0.17,29-08-2020
2020,8,30,2.53,30-08-2020
2020,8,31,6.53,31-08-2020
2020,9,1,9.87,01-09-2020
2020,9,2,9.52,02-09-2020
2020,9,3,4.75,03-09-2020
2020,9,4,2.99,04-09-2020
2020,9,5,1.25,05-09-2020
2020,9,6,9.53,06-09-2020
2020,9,7,1.34,07-09-2020
2020,9,8,2.22,08-09-2020
2020,9,9,17.16,09-09-2020
2020,9,10,7.57,10-09-2020
2020,9,11,2.01,11-09-2020
2020,9,12,0.2,12-09-2020
2020,9,13,3.92,13-09-2020
2020,9,14,0.66,14-09-2020
2020,9,15,0.59,15-09-2020
2020,9,16,0,16-09-2020
2020,9,17,0.51,17-09-2020
2020,9,18,0.19,18-09-2020
2020,9,19,0.26,19-09-2020
2020,9,20,0.21,20-09-2020
2020,9,21,0.13,21-09-2020
2020,9,22,0,22-09-2020
2020,9,23,0,23-09-2020
2020,9,24,0.01,24-09-2020
2020,9,25,1.6,25-09-2020
2020,9,26,0.46,26-09-2020
2020,9,27,11.38,27-09-2020
2020,9,28,9.87,28-09-2020
2020,9,29,29.4,29-09-2020
2020,9,30,10.12,30-09-2020
2020,10,1,0.1,01-10-2020
2020,10,2,0.61,02-10-2020
2020,10,3,5.33,03-10-2020
2020,10,4,0.03,04-10-2020
2020,10,5,0.4,05-10-2020
2020,10,6,3.67,06-10-2020
2020,10,7,7.45,07-10-2020
2020,10,8,9.46,08-10-2020
2020,10,9,6.42,09-10-2020
2020,10,10,1.42,10-10-2020
2020,10,11,0.11,11-10-2020
2020,10,12,0.13,12-10-2020
2020,10,13,0.2,13-10-2020
2020,10,14,0.05,14-10-2020
2020,10,15,0.02,15-10-2020
2020,10,16,4.08,16-10-2020
2020,10,17,7.07,17-10-2020
2020,10,18,9.09,18-10-2020
2020,10,19,11.05,19-10-2020
2020,10,20,5.57,20-10-2020
2020,10,21,3.01,21-10-2020
2020,10,22,1.07,22-10-2020
2020,10,23,0.51,23-10-2020
2020,10,24,0.09,24-10-2020
2020,10,25,13.03,25-10-2020
2020,10,26,0.02,26-10-2020
2020,10,27,0.01,27-10-2020
2020,10,28,0.16,28-10-2020
2020,10,29,0.47,29-10-2020
2020,10,30,1.4,30-10-2020
2020,10,31,0.8,31-10-2020
2020,11,1,0.11,01-11-2020
2020,11,2,0.22,02-11-2020
2020,11,3,0.27,03-11-2020
2020,11,4,1.04,04-11-2020
2020,11,5,5.6,05-11-2020
2020,11,6,4.25,06-11-2020
2020,11,7,0.92,07-11-2020
2020,11,8,3.46,08-11-2020
2020,11,9,0.04,09-11-2020
2020,11,10,0.01,10-11-2020
2020,11,11,2.5,11-11-2020
2020,11,12,14.54,12-11-2020
2020,11,13,14.3,13-11-2020
2020,11,14,4.11,14-11-2020
2020,11,15,9.38,15-11-2020
2020,11,16,25.58,16-11-2020
2020,11,17,24.73,17-11-2020
2020,11,18,5.85,18-11-2020
2020,11,19,1.21,19-11-2020
2020,11,20,0.32,20-11-2020
2020,11,21,0,21-11-2020
2020,11,22,0,22-11-2020
2020,11,23,0.17,23-11-2020
2020,11,24,2.18,24-11-2020
2020,11,25,4.7,25-11-2020
2020,11,26,39.34,26-11-2020
2020,11,27,6.34,27-11-2020
2020,11,28,2.53,28-11-2020
2020,11,29,0.95,29-11-2020
2020,11,30,1.35,30-11-2020
2020,12,1,0.33,01-12-2020
2020,12,2,18.72,02-12-2020
2020,12,3,53.75,03-12-2020
2020,12,4,27.59,04-12-2020
2020,12,5,8.75,05-12-2020
2020,12,6,14.32,06-12-2020
2020,12,7,7.26,07-12-2020
2020,12,8,7.77,08-12-2020
2020,12,9,1.65,09-12-2020
2020,12,10,0.03,10-12-2020
2020,12,11,0,11-12-2020
2020,12,12,0,12-12-2020
2020,12,13,0,13-12-2020
2020,12,14,0,14-12-2020
2020,12,15,1.62,15-12-2020
2020,12,16,21.29,16-12-2020
2020,12,17,10.97,17-12-2020
2020,12,18,11.98,18-12-2020
2020,12,19,1.33,19-12-2020
2020,12,20,0.04,20-12-2020
2020,12,21,0,21-12-2020
2020,12,22,0.02,22-12-2020
2020,12,23,0.01,23-12-2020
2020,12,24,0,24-12-2020
2020,12,25,0.01,25-12-2020
2020,12,26,0,26-12-2020
2020,12,27,0.02,27-12-2020
2020,12,28,0.01,28-12-2020
2020,12,29,1.41,29-12-2020
2020,12,30,6.5,30-12-2020
2020,12,31,9.73,31-12-2020
2021,1,1,0.49,01-01-2021
2021,1,2,2.37,02-01-2021
2021,1,3,8.83,03-01-2021
2021,1,4,2.55,04-01-2021
2021,1,5,2.29,05-01-2021
2021,1,6,10.46,06-01-2021
2021,1,7,11.16,07-01-2021
2021,1,8,6.79,08-01-2021
2021,1,9,4.59,09-01-2021
2021,1,10,6.34,10-01-2021
2021,1,11,23.21,11-01-2021
2021,1,12,22.26,12-01-2021
2021,1,13,16.86,13-01-2021
2021,1,14,14.33,14-01-2021
2021,1,15,7.77,15-01-2021
2021,1,16,0.3,16-01-2021
2021,1,17,0.01,17-01-2021
2021,1,18,0,18-01-2021
2021,1,19,0,19-01-2021
2021,1,20,0.37,20-01-2021
2021,1,21,0.64,21-01-2021
2021,1,22,0.14,22-01-2021
2021,1,23,0.06,23-01-2021
2021,1,24,0,24-01-2021
2021,1,25,0,25-01-2021
2021,1,26,0,26-01-2021
2021,1,27,0,27-01-2021
2021,1,28,0,28-01-2021
2021,1,29,0.35,29-01-2021
2021,1,30,0.01,30-01-2021
2021,1,31,0,31-01-2021
2021,2,1,0.01,01-02-2021
2021,2,2,0.03,02-02-2021
2021,2,3,0,03-02-2021
2021,2,4,0,04-02-2021
2021,2,5,0,05-02-2021
2021,2,6,0,06-02-2021
2021,2,7,0,07-02-2021
2021,2,8,0,08-02-2021
2021,2,9,0,09-02-2021
2021,2,10,0,10-02-2021
2021,2,11,0,11-02-2021
2021,2,12,0,12-02-2021
2021,2,13,0,13-02-2021
2021,2,14,0,14-02-2021
2021,2,15,0,15-02-2021
2021,2,16,0,16-02-2021
2021,2,17,0,17-02-2021
2021,2,18,0.01,18-02-2021
2021,2,19,0.08,19-02-2021
2021,2,20,2.34,20-02-2021
2021,2,21,5.73,21-02-2021
2021,2,22,0.56,22-02-2021
2021,2,23,0,23-02-2021
